Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID,read_dates,genres
17470674,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0007491565""","=""9780007491568""",5,3.99,Harper Voyager,Hardcover,227,2013,1953,2015/12/27,2016/01/04,,,read,,,,1,,,0,,,,,,",2015-12-27","Classics|24737;Fiction|14847;Science Fiction|11143;Science Fiction,Dystopia|6159;Academic,School|1670;Literature|1598;Novels|1228;Fantasy|1062;Adult|856;Science Fiction Fantasy|817"
7588,A Portrait of the Artist as a Young Man,James Joyce,"Joyce, James","Seamus Deane, Hans Walter Gabler, Jeri Johnson, J.M. Gaffney","=""0142437344""","=""9780142437346""",4,3.62,Penguin Classics,Paperback,329,2003,1916,2015/08/20,2016/01/04,,,read,,,,1,,,0,,,,,,",2015-08-20","Classics|4193;Fiction|3282;Literature|753;European Literature,Irish Literature|500;Cultural,Ireland|441;Novels|416;Literature,20th Century|259;Literary Fiction|177;Academic,School|170;Classics,Classic Literature|130"
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,"Krakauer, Jon",,"=""""","=""""",5,4.19,Anchor Books,Paperback,368,1999,1997,2015/05/26,2016/01/04,,,read,,,,1,,,0,,,,,,",2015-05-26","Nonfiction|7153;Adventure|1451;Autobiography,Memoir|1256;Travel|981;Biography|772;History|698;Adventure,Survival|354;Sports,Mountaineering|334;Sports,Sports|280;Biography Memoir|263"
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",5,4.09,Random House: Modern Library,Paperback,272,2004,1890,2015/12/28,2016/01/04,,,read,,,,1,,,0,,,,,,",2015-12-28","Classics|29512;Fiction|10641;Horror|3224;Fantasy|2374;Literature|1755;Gothic|1649;Novels|1013;Literature,19th Century|890;LGBT|708;Classics,Classic Literature|663"
2623,Great Expectations,Charles Dickens,"Dickens, Charles",,"=""0192833596""","=""9780192833594""",3,3.78,Oxford University Press,Paperback,505,1998,1860,2015/12/28,2016/01/04,,,read,,,,1,,,0,,,,,,",2015-12-28","Classics|21685;Fiction|7253;Literature|1387;Historical,Historical Fiction|1175;Academic,School|738;Novels|731;Literature,19th Century|666;Classics,Classic Literature|660;European Literature,British Literature|539;Historical,Victorian|477"
49552,The Stranger,Albert Camus,"Camus, Albert","Vedat Günyol, Jalal Al-e Ahmad, Matthew  Ward, علی‌اصغر خبره‌زاده","=""""","=""""",4,3.99,Vintage International,Paperback,123,1989,1942,2015/12/27,2016/01/04,,,read,,,,1,,,0,,,,,,",2015-12-27","Classics|10631;Fiction|9484;Philosophy|5078;Cultural,France|2147;Literature|1762;Novels|1085;European Literature,French Literature|889;Academic,School|793;Literature,20th Century|410;Literary Fiction|408"
4799,Cannery Row (Cannery Row #1),John Steinbeck,"Steinbeck, John",,"=""014200068X""","=""9780142000687""",4,4.04,Penguin Books,Paperback,181,2002,1945,2017/03/14,2016/01/04,,,read,,,,1,,,0,,,,,,",2017-03-14","Classics|2647;Fiction|2387;Literature|374;Historical,Historical Fiction|284;Literature,American|205;Novels|195;Literary Fiction|112;Classics,Classic Literature|95;Literature,20th Century|94;The United States Of America|70"
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",4,3.89,Penguin,Paperback,331,1995,1955,2016/12/28,2016/01/04,,,read,,,,1,,,0,,,,,,",2016-12-28","Classics|13361;Fiction|9043;Literature|1480;Novels|963;Cultural,Russia|945;Romance|679;Literature,Russian Literature|602;Literary Fiction|552;Literature,20th Century|449;Adult|446"
17717,Labyrinths:  Selected Stories & Other Writings,Jorge Luis Borges,"Borges, Jorge Luis","Donald A. Yates, James E. Irby, André Maurois","=""0811200124""","=""9780811200127""",5,4.46,New Directions,Paperback,260,1964,1962,2019/05/06,2019/05/20,,,read,,,,1,,,0,,,,,,",2019-05-06","Fiction|1228;Short Stories|1055;Classics|387;Literature|232;Magical Realism|217;Fantasy|201;Philosophy|185;Writing,Essays|119;Cultural,Latin American|87;Literary Fiction|75"
3450744,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,"Thaler, Richard H.",Cass R. Sunstein,"=""014311526X""","=""9780143115267""",4,3.83,Penguin Books,Paperback,260,2009,2008,2019/05/04,2019/05/20,,,read,,,,1,,,0,,,,,,",2019-05-04","Nonfiction|1550;Psychology|1238;Economics|953;Business|576;Self Help|289;Science|201;Politics|153;Self Help,Personal Development|123;Sociology|93;Social Science|82"
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García","Gregory Rabassa, Seçkin Selvi","=""""","=""""",4,4.09,Harper,Mass Market Paperback,417,2003,1967,2019/02/23,2019/05/20,,,read,,,,1,,,0,,,,,,",2019-02-23","Fiction|10587;Classics|9205;Magical Realism|3100;Literature|1568;Novels|1218;Fantasy|1166;Historical,Historical Fiction|1007;European Literature,Spanish Literature|659;Literary Fiction|539;Cultural,Latin American|474"
135479,Cat's Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0140285601""","=""9780140285604""",4,4.16,Penguin,Paperback,179,1999,1963,2019/02/15,2019/05/20,,,read,,,,1,,,0,,,,,,",2019-02-15","Fiction|6170;Classics|3689;Science Fiction|3035;Humor|725;Literature|640;Novels|534;Science Fiction,Dystopia|437;Literature,American|341;Fantasy|227;Literature,20th Century|203"
62804,Sun and Steel,Yukio Mishima,"Mishima, Yukio",John Bester,"=""4770029039""","=""9784770029034""",5,3.93,Kodansha International,"Paperback, Paper Dust Jacket",108,2003,1968,2019/02/14,2019/05/20,,,read,,,,1,,,0,,,,,,",2019-02-14","Philosophy|101;Nonfiction|75;Asian Literature,Japanese Literature|60;Cultural,Japan|52;Biography|24;Writing,Essays|22;Literature|22;Autobiography,Memoir|10;Classics|9;Cultural,Asia|6"
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",3,4.36,Avery,Kindle Edition,319,2018,2018,2019/02/11,2019/05/20,,,read,,,,1,,,0,,,,,,",2019-02-11","Nonfiction|3988;Self Help|3419;Psychology|1208;Self Help,Personal Development|988;Productivity|918;Audiobook|702;Business|520;Leadership|159;Health|108;Science|94"
36576608,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",5,4.15,,,216,,1959,2019/01/05,2019/05/20,,,read,,,,1,,,0,,,,,,",2019-01-05","Fiction|6711;Classics|6297;Science Fiction|4127;Young Adult|997;Literature|535;Psychology|514;Academic,School|484;Novels|399;Adult|293;Academic,Read For School|292"
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",5,4.29,New York Review Books,Paperback,278,2006,1965,2019/01/02,2019/05/20,,,read,,,,1,,,0,,,,,,",2019-01-02","Fiction|2480;Classics|1306;Literature|336;Novels|317;Literature,American|267;Historical,Historical Fiction|226;Literary Fiction|188;The United States Of America|151;Literature,20th Century|145;American,Americana|93"
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,"=""0307265439""","=""9780307265432""",4,3.97,Alfred A. Knopf,Hardcover,241,2006,2006,2018/12/26,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-12-26","Fiction|10551;Science Fiction|2863;Science Fiction,Dystopia|2393;Apocalyptic,Post Apocalyptic|2013;Horror|1388;Classics|1297;Literature|878;Novels|802;Science Fiction,Apocalyptic|608;Contemporary|565"
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",5,4.35,Beacon Press,Paperback,165,2006,1946,2018/12/21,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-12-21","Nonfiction|6761;Psychology|5732;Philosophy|4954;History|1969;Self Help|1422;Autobiography,Memoir|1419;Biography|1242;Classics|1134;World War II,Holocaust|652;Spirituality|640"
18966806,"Morning Star (Red Rising Saga, #3)",Pierce Brown,"Brown, Pierce",,"=""0345539842""","=""9780345539847""",5,4.48,Del Rey,Hardcover,524,2016,2016,2018/11/25,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-11-25","Science Fiction|2508;Fantasy|1165;Fiction|903;Science Fiction,Dystopia|761;Young Adult|648;Audiobook|275;Adult|180;Science Fiction Fantasy|171;Space,Space Opera|136;Space|123"
18966819,"Golden Son (Red Rising Saga, #2)",Pierce Brown,"Brown, Pierce",,"=""0345539826""","=""9780345539823""",5,4.44,Del Rey,ebook,430,2015,2015,2018/11/22,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-11-22","Science Fiction|2899;Fantasy|1510;Fiction|1105;Science Fiction,Dystopia|1066;Young Adult|937;Audiobook|329;Science Fiction Fantasy|215;Adult|206;Adventure|162;Space|145"
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""0345539788""","=""9780345539786""",5,4.23,Del Rey,Hardcover,382,2014,2014,2018/09/10,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-09-10","Science Fiction|5257;Fantasy|3384;Young Adult|2570;Science Fiction,Dystopia|2333;Fiction|2301;Audiobook|583;Science Fiction Fantasy|414;Adult|393;Adventure|291;Space|215"
368593,The 4-Hour Workweek,Timothy Ferriss,"Ferriss, Timothy",,"=""0307353133""","=""9780307353139""",4,3.91,Harmony Books,ebook,308,2007,2007,2018/11/19,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-11-19","Business|3229;Nonfiction|1989;Self Help|1494;Productivity|698;Self Help,Personal Development|616;Business,Entrepreneurship|333;Economics,Finance|249;Audiobook|182;Psychology|163;Buisness|146"
37903770,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",4,4.08,W. W. Norton & Company,Paperback,301,2018,2017,2018/11/18,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-11-18","Fantasy|6793;Fantasy,Mythology|4482;Fiction|3194;Audiobook|1484;Short Stories|1321;Classics|338;Adult|336;Historical,Historical Fiction|334;Retellings|287;Religion|269"
25734172,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo","Simon Carnell, Erica Segre","=""0399184414""","=""9780399184413""",4,3.96,Riverhead Books,Hardcover,81,2016,2014,2018/11/12,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-11-12","Science|2230;Nonfiction|1739;Science,Physics|575;Philosophy|109;Audiobook|83;Writing,Essays|72;Science,Popular Science|57;European Literature,Italian Literature|39;History|38;Environment,Nature|24"
23848190,Extreme Ownership: How U.S. Navy SEALs Lead and Win,Jocko Willink,"Willink, Jocko",Leif Babin,"=""1250067057""","=""9781250067050""",5,4.25,St. Martin's Press,Hardcover,320,2015,2015,2018/11/11,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-11-11","Leadership|997;Business|830;Nonfiction|607;Self Help|360;Self Help,Personal Development|207;War,Military Fiction|163;Business,Management|162;Audiobook|125;Psychology|119;Productivity|62"
30257963,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,"Peterson, Jordan B.","Norman Doidge, Ethan Van Sciver","=""0345816021""","=""9780345816023""",4,3.93,Random House Canada,Hardcover,409,2018,2018,2018/10/21,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-10-21","Nonfiction|2097;Psychology|1774;Self Help|1391;Philosophy|1230;Self Help,Personal Development|398;Audiobook|268;Unfinished|99;Religion|97;Politics|81;Science|76"
36204378,The Book of Why: The New Science of Cause and Effect,Judea Pearl,"Pearl, Judea",Dana Mackenzie,"=""046509760X""","=""9780465097609""",4,3.94,Basic Books,Hardcover,432,2018,2018,2018/10/19,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-10-19","Science|348;Nonfiction|187;Philosophy|87;Artificial Intelligence|47;Science,Computer Science|43;Science,Mathematics|43;Psychology|24;Science,Technology|24;Economics|18;Science,Popular Science|16"
194746,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""0811204812""","=""9780811204811""",4,4.13,New Directions,Paperback,176,1958,1937,2018/10/11,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-10-11","Fiction|790;Asian Literature,Japanese Literature|481;Cultural,Japan|470;Classics|462;Literature|134;Novels|108;Literature,Asian Literature|72;Cultural,Asia|64;Literature,20th Century|58;Literary Fiction|51"
139069,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Lansing, Alfred",,"=""078670621X""","=""9780786706211""",5,4.37,Carroll & Graf Publishers,Hardcover,282,1959,1959,2018/09/30,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-09-30","Nonfiction|2060;History|2008;Adventure|627;Biography|509;Travel|280;Audiobook|245;Adventure,Survival|213;Historical|171;Leadership|148;Environment,Nature|56"
39776179,"Dune (Dune Chronicles, #1)",Frank Herbert,"Herbert, Frank",,"=""0441013597""","=""9780441013593""",5,4.23,Ace Books,Paperback,687,2005,1965,2018/09/03,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-09-03","Science Fiction|14398;Fiction|7790;Fantasy|4894;Classics|3813;Science Fiction Fantasy|1363;Audiobook|626;Space,Space Opera|582;Novels|540;Adventure|475;Adult|385"
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",4,4.28,Orbit,Paperback,468,2015,2015,2018/08/21,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-08-21","Fantasy|12493;Fiction|2925;Science Fiction|2172;Science Fiction,Dystopia|908;Adult|613;Science Fiction Fantasy|569;Audiobook|554;Apocalyptic,Post Apocalyptic|335;LGBT|328;Fantasy,High Fantasy|289"
26635453,Cell Biology by the Numbers,Ron Milo,"Milo, Ron",Rob Phillips,"=""0815345372""","=""9780815345374""",5,4.49,Garland Science,Paperback,400,2015,2015,2018/08/07,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-08-07","Science,Biology|7;Science|6;Nonfiction|2"
39286958,Measure What Matters,John E. Doerr,"Doerr, John E.",,"=""""","=""""",4,4.02,Penguin,Kindle Edition,320,2018,2017,2018/07/27,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-07-27","Business|1103;Nonfiction|334;Business,Management|253;Leadership|206;Productivity|80;Business,Entrepreneurship|66;Self Help|45;Buisness|42;Self Help,Personal Development|34;Audiobook|33"
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",5,4.35,Sceptre,Hardcover,342,2018,2018,2018/04/28,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-04-28",Nonfiction|3682;Science|1048;Psychology|647;Economics|477;History|361;Politics|330;Business|260;Self Help|238;Sociology|188;Philosophy|164
31450959,"Peak Performance: Elevate Your Game, Avoid Burnout, and Thrive with the New Science of Success",Brad Stulberg,"Stulberg, Brad",Steve Magness,"=""162336793X""","=""9781623367930""",3,4.18,Rodale Books,Hardcover,272,2017,2017,2018/03/30,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-03-30","Nonfiction|125;Self Help|109;Psychology|68;Productivity|67;Self Help,Personal Development|57;Business|39;Audiobook|34;Science|24;Leadership|20;Sports,Sports|20"
645180,Soon I Will Be Invincible,Austin Grossman,"Grossman, Austin",,"=""0375424865""","=""9780375424861""",4,3.68,Pantheon,Hardcover,287,2007,2007,2018/01/27,2019/05/20,,,read,,,,1,,,0,,,,,,",2018-01-27","Fiction|374;Fantasy|373;Science Fiction|281;Comics,Superheroes|218;Humor|88;Sequential Art,Comics|55;Audiobook|46;Science Fiction Fantasy|43;Fantasy,Urban Fantasy|35;Novels|31"
10260,The Pleasure of Finding Things Out: The Best Short Works of Richard P. Feynman,Richard P. Feynman,"Feynman, Richard P.","Jeffrey Robbins, Freeman Dyson","=""""","=""""",4,4.24,Basic Books,Paperback,270,2005,1999,2017/12/27,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-12-27","Science|759;Nonfiction|353;Science,Physics|224;Biography|139;Philosophy|73;Writing,Essays|56;Audiobook|32;Autobiography,Memoir|31;Science,Popular Science|27;History|27"
378,The Phantom Tollbooth,Norton Juster,"Juster, Norton",Jules Feiffer,"=""0394820371""","=""9780394820378""",5,4.16,Random House Bullseye Books,Paperback,248,1996,1961,2017/12/12,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-12-12","Fantasy|4069;Fiction|2508;Childrens|2056;Classics|1970;Young Adult|1498;Childrens,Middle Grade|996;Adventure|615;Humor|371;Science Fiction Fantasy|279;Childrens,Juvenile|245"
10569,On Writing: A Memoir of the Craft,Stephen King,"King, Stephen",,"=""0743455967""","=""9780743455961""",4,4.32,Pocket Books,Mass Market Paperback,320,2002,2000,2017/10/23,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-10-23","Nonfiction|7074;Language,Writing|5690;Autobiography,Memoir|1814;Biography|1052;Reference|380;Biography,Autobiography|345;Audiobook|325;Biography Memoir|290;Writing,Books About Books|205;Self Help|204"
12543,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,"Lamott, Anne",,"=""0385480016""","=""9780385480017""",4,4.22,Anchor,Paperback,237,1995,1994,2017/10/02,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-10-02","Language,Writing|4287;Nonfiction|2885;Autobiography,Memoir|596;Self Help|224;Writing,Essays|201;Reference|188;Biography|113;Audiobook|107;Humor|100;Art,Crafts|97"
23453100,"The Good Gut: Taking Control of Your Weight, Your Mood, and Your Long-term Health",Justin Sonnenburg,"Sonnenburg, Justin","Erica Sonnenburg, Andrew Weil","=""1594206287""","=""9781594206283""",3,3.87,Penguin Press,Hardcover,320,2015,2015,2017/09/27,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-09-27","Health|142;Nonfiction|89;Science|45;Health,Nutrition|28;Food and Drink,Food|26;Health,Medicine|11;Science,Biology|9;Medical|9;Self Help|7;Reference|7"
14817,A Scanner Darkly,Philip K. Dick,"Dick, Philip K.",,"=""057507681X""","=""9780575076815""",4,4.00,Gollancz,Paperback,219,2006,1977,2017/09/21,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-09-21","Science Fiction|2379;Fiction|1565;Science Fiction,Dystopia|268;Science Fiction Fantasy|193;Classics|164;Novels|164;Science Fiction,Cyberpunk|133;Thriller|119;Mystery|114;Speculative Fiction|100"
162780,What Is Life? with Mind and Matter and Autobiographical Sketches,Erwin Schrödinger,"Schrödinger, Erwin",Roger Penrose,"=""0521427088""","=""9780521427081""",5,4.15,Cambridge University Press,Paperback,184,1992,1944,2017/09/13,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-09-13","Science|560;Philosophy|284;Nonfiction|190;Science,Biology|174;Science,Physics|146;Science,Popular Science|32;Biology,Evolution|22;Biography|18;Classics|16;History|13"
6601267,The Machinery of Life,David S. Goodsell,"Goodsell, David S.",,"=""0387849246""","=""9780387849249""",4,4.40,Copernicus Books,Hardcover,167,2009,1992,2017/09/12,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-09-12","Science|88;Science,Biology|68;Nonfiction|30;Biology,Evolution|8;Biography|6;Art|5;Environment,Nature|5;Science,Popular Science|5;Science,Chemistry|5;Textbooks|4"
11991,The Fall,Albert Camus,"Camus, Albert",Justin O'Brien,"=""0679720227""","=""9780679720225""",4,4.02,Vintage,Paperback,147,1991,1956,2017/09/05,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-09-05","Fiction|1749;Philosophy|1312;Classics|1029;Cultural,France|538;Literature|392;European Literature,French Literature|238;Novels|226;Literature,20th Century|117;Literary Fiction|68;Nobel Prize|60"
98685,Genius: The Life and Science of Richard Feynman,James Gleick,"Gleick, James",Richard P. Feynman,"=""0679747044""","=""9780679747048""",4,4.08,Vintage,Paperback,531,1993,1992,2017/09/04,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-09-04","Biography|789;Science|717;Nonfiction|363;Science,Physics|202;History|130;Biography Memoir|42;Science,Popular Science|25;Biography,Autobiography|20;Science,History Of Science|17;Audiobook|15"
22318578,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,"Kondō, Marie",Cathy Hirano,"=""1607747308""","=""9781607747307""",4,3.85,Ten Speed Press,Hardcover,213,2014,2011,2017/05/24,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-05-24","Nonfiction|7415;Self Help|3255;Audiobook|760;Self Help,Personal Development|466;Cultural,Japan|294;Psychology|287;Productivity|225;Reference|223;Adult|223;How To|219"
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",4,4.24,Crown Publishers,Hardcover,374,2011,2011,2017/05/21,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-05-21","Science Fiction|11346;Fiction|8437;Young Adult|4244;Fantasy|3650;Science Fiction,Dystopia|3460;Audiobook|2280;Adventure|1218;Science Fiction Fantasy|1003;Adult|653;Science Fiction,Cyberpunk|641"
25241947,Long Story Short: The Only Storytelling Guide You'll Ever Need,Margot Leitman,"Leitman, Margot",,"=""1632170272""","=""9781632170279""",4,3.81,Sasquatch Books,Paperback,320,2015,2015,2017/05/19,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-05-19","Language,Writing|44;Nonfiction|29;Self Help|10;Audiobook|8;Language,Communication|7;Business|6;Humor|6;Reference|6;Autobiography,Memoir|3;Art,Crafts|3"
24693651,Organize Tomorrow Today: 8 Ways to Retrain Your Mind to Optimize Performance at Work and in Life,Jason Selk,"Selk, Jason","Tom Bartow, Matthew Rudy","=""0738218693""","=""9780738218694""",3,4.03,Da Capo Lifelong Books,Hardcover,240,2015,2015,2017/05/04,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-05-04","Self Help|48;Productivity|42;Nonfiction|30;Business|29;Self Help,Personal Development|17;Psychology|13;Business,Management|6;Leadership|6;Audiobook|3"
460669,Getting What You Came For: The Smart Student's Guide to Earning a Master's or Ph.D.,Robert L. Peters,"Peters, Robert L.",,"=""0374524777""","=""9780374524777""",3,3.84,"Farrar, Straus and Giroux",Paperback,399,1997,1992,2017/04/27,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-04-27","Nonfiction|43;Academic,Academia|19;Reference|15;Education|12;Academic,Grad School|9;Academic|9;Self Help|8;Science|7;Academic,School|5;Reference,Research|4"
16691583,Life's Ratchet: How Molecular Machines Extract Order from Chaos,Peter M. Hoffmann,"Hoffmann, Peter M.",,"=""0465033369""","=""9780465033362""",4,4.20,Basic Books,ebook,288,2012,2012,2017/04/12,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-04-12","Science|82;Science,Biology|40;Nonfiction|19;Science,Physics|17;Science,Chemistry|9;Biology,Evolution|8;Audiobook|4;Philosophy|4;Environment,Nature|3;Science,Popular Science|3"
27213168,I Contain Multitudes: The Microbes Within Us and a Grander View of Life,Ed Yong,"Yong, Ed",,"=""0062368591""","=""9780062368591""",4,4.13,Ecco,Hardcover,368,2016,2016,2017/03/29,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-03-29","Science|1849;Nonfiction|1371;Science,Biology|363;Health|200;Audiobook|124;Health,Medicine|99;Environment,Nature|74;Medical|59;Science,Popular Science|59;Biology,Evolution|33"
587478,A PhD Is Not Enough: A Guide To Survival In Science,Peter J. Feibelman,"Feibelman, Peter J.",,"=""0201626632""","=""9780201626636""",4,3.89,Basic Books,Paperback,128,1993,1993,2017/03/24,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-03-24","Science|55;Nonfiction|50;Academic,Academia|26;Reference,Research|15;Self Help|15;Education|11;Academic|10;Academic,Grad School|7;Language,Writing|6;Science,Physics|5"
28256439,"The Hidden Life of Trees: What They Feel, How They Communicate – Discoveries from a Secret World",Peter Wohlleben,"Wohlleben, Peter","Tim Flannery, Jane Billinghurst, Suzanne Simard","=""1771642483""","=""9781771642484""",4,4.05,Greystone Books,Hardcover,288,2016,2015,2017/02/21,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-02-21","Nonfiction|2488;Science|1489;Environment,Nature|1080;Environment|300;Science,Biology|212;Audiobook|203;Biology,Ecology|117;Nature,Plants|110;Science,Natural History|97;Science Nature|59"
2153780,Hold Me Tight: Seven Conversations for a Lifetime of Love,Sue Johnson,"Johnson, Sue",,"=""031611300X""","=""9780316113007""",4,4.07,"Little, Brown Spark",Hardcover,300,2008,2008,2017/01/21,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-01-21","Relationships|322;Psychology|298;Nonfiction|287;Self Help|218;Marriage|112;Love|40;Self Help,Personal Development|35;Psychology,Counselling|35;Health|19;Language,Communication|18"
7489836,9 Out of 10 Climbers Make the Same Mistakes,Dave MacLeod,"MacLeod, Dave",,"=""095642810X""","=""9780956428103""",4,4.03,Rare Breed Productions,Paperback,176,2009,2009,2017/01/03,2019/05/20,,,read,,,,1,,,0,,,,,,",2017-01-03","Mountaineering,Climbing|65;Nonfiction|17;Nature,Outdoors|3;Sports,Sports|3;Self Help|2"
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",ناهید ملکی,"=""1455586692""","=""9781455586691""",4,4.19,Grand Central Publishing,Hardcover,296,2016,2016,2016/12/17,2019/05/20,,,read,,,,1,,,0,,,,,,",2016-12-17","Nonfiction|2275;Self Help|1684;Business|1258;Productivity|1210;Psychology|666;Self Help,Personal Development|595;Audiobook|241;Leadership|156;Business,Management|113;Philosophy|60"
106139,The Man Who Knew Infinity: A Life of the Genius Ramanujan,Robert Kanigel,"Kanigel, Robert",,"=""0349104522""","=""9780349104522""",4,3.96,Abacus,Paperback,438,1992,1991,2016/11/08,2019/05/20,,,read,,,,1,,,0,,,,,,",2016-11-08","Biography|372;Nonfiction|229;Science,Mathematics|209;Science|152;History|72;Cultural,India|33;Biography Memoir|19;Autobiography,Memoir|10;Audiobook|10;Biography,Autobiography|9"
39874447,How to Write a Lot: A Practical Guide to Productive Academic Writing,Paul J. Silvia,"Silvia, Paul J.",,"=""1433829738""","=""9781433829734""",4,4.05,American Psychological Association (APA),Paperback,145,2018,2007,2016/06/21,2019/05/20,,,read,,,,1,,,0,,,,,,",2016-06-21","Language,Writing|255;Nonfiction|116;Academic,Academia|47;Academic|44;Psychology|25;Self Help|21;Reference,Research|18;Productivity|17;Reference|16;Education|14"
354421,Sync: The Emerging Science of Spontaneous Order,Steven H. Strogatz,"Strogatz, Steven H.",,"=""0786868449""","=""9780786868445""",4,4.04,Hachette Books,Hardcover,352,2003,2003,2016/05/21,2019/05/20,,,read,,,,1,,,0,,,,,,",2016-05-21","Science|304;Nonfiction|119;Science,Mathematics|62;Science,Physics|54;Science,Biology|23;Philosophy|18;Science,Popular Science|17;Sociology|8;Psychology|5;Environment,Nature|5"
18774981,Waking Up: A Guide to Spirituality Without Religion,Sam Harris,"Harris, Sam",,"=""1451636016""","=""9781451636017""",4,3.90,Simon  Schuster,Hardcover,256,2014,2014,2015/12/26,2019/05/20,,,read,,,,1,,,0,,,,,,",2015-12-26","Nonfiction|833;Philosophy|619;Spirituality|515;Religion|399;Psychology|330;Science|244;Self Help|216;Audiobook|96;Religion,Atheism|91;Religion,Buddhism|80"
